model,step,layer,coarse_band,coarse_V,sum_constituent_fine_V,within_group_response_cross_term,cross_term_over_coarse_V,coarse_input_energy,sum_constituent_fine_energy,energy_reconstruction_relative_error
lb,10000,7,H,12.11746883392334,12.11746883392334,0.0,0.0,41.504356384277344,41.504356384277344,0.0
lb,10000,7,M,0.3919601440429687,0.3792687202803788,0.012691423762589915,0.032379373146670276,9.417094230651855,9.417094707489014,5.0635275226519435e-08
lb,10000,7,T,0.0044708088971674,0.004358070441867015,0.00011273845530038532,0.025216567715925807,0.8597360849380493,0.8597361090360208,2.802949873726616e-08
lb,10000,8,H,12.621522903442385,12.621522903442385,0.0,0.0,49.493900299072266,49.493900299072266,0.0
lb,10000,8,M,0.8626815676689148,0.8280219929292796,0.03465957473963521,0.040176556493829105,27.39861297607422,27.39861226081848,2.6105545486163225e-08
lb,10000,8,T,0.0109004583209753,0.010414143205707374,0.00048631511526792646,0.044614189692568286,2.108826160430908,2.1088263255078346,7.827905848667131e-08
lb,10000,9,H,18.93103790283203,18.93103790283203,0.0,0.0,63.30099487304688,63.30099487304688,0.0
lb,10000,9,M,0.5984187722206116,0.6040729880332947,-0.0056542158126831055,-0.009448593652404066,25.98349380493164,25.98349177837372,7.799405028351663e-08
lb,10000,9,T,0.012129308655858,0.012180344325315378,-5.1035669457378044e-05,-0.00420763218295461,2.246493101119995,2.2464930075220764,4.16640134359603e-08
lb,10000,10,H,21.1043758392334,21.1043758392334,0.0,0.0,99.12510681152344,99.12510681152344,0.0
